id,count
0,92.64
1,222.59
2,77.57
4,29.16
5,71.08
10,122.2
11,180.53
12,319.96
15,39.4
17,121.18
18,305.42
23,250.32
25,90.38
26,38.7
31,196.9
39,166.53
40,27.15
41,162.0
42,369.62
43,159.45
51,214.24
52,79.08
54,16.67
60,147.17
61,135.48
62,117.69
63,25.18
65,119.05
66,112.33
68,161.37
71,75.21
80,30.31
82,68.88
94,133.04
98,263.11
101,33.69
102,129.98
107,112.13
112,240.54
113,73.94
115,58.99
116,125.63
120,172.58
121,82.03
122,344.14
132,183.04
143,88.05
147,66.3
150,19.4
151,88.33
152,230.74
153,91.87
155,183.46
156,84.62
159,180.8
161,131.04
163,45.05
177,161.65
186,14.53
188,19.57
190,89.53
191,79.28
192,266.58
195,324.54
200,130.14
209,319.31
210,17.07
211,226.46
214,108.45
215,26.52
218,101.83
219,35.5
222,124.02
225,15.33
228,324.65
236,206.18
241,36.84
242,183.48
243,221.76
245,19.53
247,253.53
251,127.7
252,86.73
253,84.62
254,95.81
258,316.26
260,57.27
261,165.88
265,116.29
266,278.11
267,308.46
269,155.26
270,69.65
275,100.36
278,36.85
279,83.9
286,96.11
287,28.68
288,226.49
289,137.79
293,18.65
294,149.78
297,40.57
302,125.92
303,65.96
304,75.28
307,103.04
309,18.0
311,167.75
312,123.87
314,176.72
315,227.5
319,160.66
322,119.63
323,65.44
325,138.37
327,246.8
330,37.27
332,191.55
333,18.42
338,104.93
341,110.94
345,172.64
348,124.43
349,46.19
350,115.6
352,55.14
355,17.05
356,229.08
358,59.31
363,129.56
369,158.6
371,19.55
372,138.19
375,309.26
380,130.11
388,43.76
391,147.45
392,265.73
393,386.17
394,195.54
396,28.48
401,37.58
407,109.39
409,85.96
410,114.01
416,98.27
418,121.94
420,144.12
421,240.06
422,133.08
424,295.32
428,354.65
429,222.85
431,142.13
435,11.81
439,111.25
441,12.61
447,97.17
449,149.78
451,144.62
452,17.45
454,209.13
458,221.88
463,119.52
467,15.28
470,217.45
471,157.92
474,295.85
478,16.71
483,124.74
484,137.66
485,86.91
486,125.02
491,100.19
494,102.41
495,247.88
497,213.67
499,168.16
515,110.09
518,212.73
521,187.52
525,169.11
529,244.15
532,148.23
534,109.39
540,113.37
544,291.22
547,169.72
549,43.66
563,37.29
564,144.36
567,122.14
572,104.88
577,141.37
578,264.48
585,366.72
588,156.21
589,121.57
590,107.69
592,17.27
594,208.96
596,14.93
598,354.17
599,145.33
605,34.65
606,131.9
607,254.93
608,225.49
609,64.78
610,289.87
611,176.18
614,135.53
615,220.7
616,245.94
617,129.49
618,243.33
624,116.6
629,132.34
631,95.46
633,88.66
637,24.25
638,107.52
643,67.47
644,134.16
645,37.27
646,209.41
648,191.2
650,39.33
651,207.93
652,274.95
656,100.34
657,18.17
659,76.92
660,215.27
662,103.56
665,389.59
675,327.17
681,159.65
682,226.5
685,20.61
686,201.38
689,24.6
696,139.33
703,141.09
704,97.62
705,110.18
714,232.12
717,101.24
718,14.42
720,93.28
721,251.48
723,239.36
726,193.53
728,144.76
730,203.61
731,28.08
734,333.52
737,76.95
738,19.11
745,175.39
746,27.78
749,227.57
752,25.09
753,169.09
758,238.65
765,17.0
766,223.5
768,87.4
769,176.99
774,127.65
775,110.38
781,55.61
784,344.05
794,19.46
795,279.08
796,87.13
802,157.39
803,214.33
805,35.2
806,291.67
807,103.79
809,16.04
810,165.14
812,201.34
814,117.74
818,244.47
819,136.25
825,78.78
836,117.26
839,119.89
847,263.33
848,179.07
851,125.37
852,132.93
853,31.86
857,139.34
858,42.74
859,228.54
861,26.96
867,102.73
870,208.73
871,199.12
872,226.72
874,353.78
881,192.54
886,131.11
890,61.37
895,163.56
899,88.72
900,281.28
901,260.01
902,238.54
903,40.44
913,254.34
918,198.18
923,109.69
924,37.96
926,25.93
927,19.15
930,222.32
934,34.15
937,107.89
939,139.75
941,93.03
942,381.68
946,281.2
950,100.77
953,85.88
959,106.82
961,26.42
962,98.76
964,88.13
969,183.51
971,144.32
976,42.35
978,252.44
980,243.03
981,147.53
990,381.31
993,19.37
996,19.17
998,323.61
999,166.15
1006,124.95
1008,15.66
1013,29.33
1015,101.78
1016,112.84
1022,307.56
1026,219.18
1028,241.83
1031,64.86
1034,54.42
1037,183.6
1040,66.51
1042,19.05
1046,19.41
1048,101.11
1049,109.99
1050,67.35
1051,212.19
1052,243.3
1055,187.21
1060,158.5
1064,29.75
1066,74.27
1071,101.15
1073,14.27
1089,208.55
1091,96.32
1092,85.32
1093,237.65
1096,330.23
1097,220.63
1098,17.59
1099,43.99
1102,175.7
1107,96.97
1109,41.8
1111,137.83
1112,117.77
1114,316.84
1116,301.65
1117,115.76
1118,80.24
1122,140.95
1124,152.5
1127,120.53
1133,219.31
1134,36.16
1135,125.02
1139,314.71
1143,56.91
1150,117.8
1151,116.02
1153,279.3
1155,29.97
1162,27.13
1163,202.17
1166,18.57
1171,83.99
1172,15.79
1173,249.3
1174,75.15
1177,115.22
1178,148.28
1184,177.52
1185,112.85
1186,118.02
1187,150.53
1188,284.64
1191,137.46
1207,122.02
1213,44.96
1215,129.93
1223,173.15
1227,122.11
1236,56.95
1237,55.1
1238,18.56
1241,28.27
1248,17.9
1250,37.95
1251,161.76
1253,113.83
1255,100.49
1257,171.48
1261,115.69
1262,359.44
1265,131.1
1273,178.34
1277,264.62
1278,115.77
1280,115.93
1284,240.68
1285,340.68
1288,32.55
1295,116.99
1297,369.79
1299,246.97
1304,145.8
1308,43.57
1310,98.24
1311,114.4
1314,98.34
1315,116.11
1318,34.91
1320,332.02
1321,300.92
1322,239.55
1330,116.98
1333,163.47
1334,246.71
1341,141.83
1344,139.01
1351,254.31
1354,105.37
1356,58.57
1363,122.02
1365,196.5
1369,124.09
1373,115.19
1375,114.76
1377,87.62
1379,135.76
1380,280.61
1381,100.01
1384,169.19
1390,182.09
1393,243.03
1395,56.98
1399,328.6
1400,103.35
1401,158.7
1404,159.23
1408,14.39
1409,29.53
1413,214.26
1416,284.41
1418,105.55
1423,103.52
1424,25.85
1425,17.28
1433,245.61
1434,133.15
1436,333.51
1442,255.01
1444,84.8
1445,100.74
1452,234.26
1455,160.07
1462,69.46
1467,74.87
1472,46.22
1475,184.66
1493,110.41
1501,230.72
1503,303.86
1504,221.19
1505,15.52
1511,215.61
1512,58.53
1513,86.2
1514,37.21
1528,250.66
1533,241.06
1534,28.42
1536,144.67
1537,83.49
1539,214.37
1550,217.5
1552,211.85
1554,189.11
1555,373.31
1556,100.99
1559,33.81
1563,246.43
1566,147.1
1567,151.52
1568,25.64
1571,227.45
1572,17.99
1574,52.02
1577,18.76
1583,74.49
1585,30.06
1586,179.18
1587,177.49
1596,148.4
1602,35.67
1604,82.71
1605,36.49
1610,319.61
1611,96.87
1616,31.91
1617,103.35
1618,15.99
1622,44.09
1623,34.23
1628,318.76
1631,16.61
1632,181.93
1633,233.26
1634,329.77
1636,239.63
1637,104.34
1643,128.1
1644,107.44
1646,96.0
1648,207.01
1651,35.72
1656,19.27
1658,142.48
1659,17.32
1665,180.06
1666,141.79
1670,41.67
1674,140.45
1679,192.22
1680,222.0
1683,340.46
1686,26.66
1691,102.98
1693,36.87
1696,40.69
1697,96.95
1703,99.82
1706,27.35
1709,159.33
1710,87.83
1712,200.16
1713,123.95
1718,359.62
1719,163.89
1722,280.92
1723,141.82
1724,285.59
1728,61.2
1730,29.22
1732,28.29
1737,39.12
1745,89.71
1747,14.39
1748,14.56
1755,105.01
1759,18.58
1761,277.04
1764,240.46
1765,149.82
1766,89.79
1768,103.94
1770,28.71
1771,145.82
1774,99.74
1785,132.86
1788,192.57
1792,14.76
1794,223.69
1797,120.07
1798,15.63
1799,272.62
1802,106.25
1806,36.36
1808,81.48
1810,254.99
1818,122.59
1819,381.89
1820,282.72
1822,226.39
1826,236.84
1827,170.63
1835,19.32
1841,115.51
1842,132.76
1843,18.13
1846,43.84
1849,95.09
1850,206.66
1851,194.24
1857,57.4
1858,181.22
1860,97.95
1861,241.55
1864,119.13
1869,337.07
1871,69.56
1872,33.43
1875,17.49
1878,231.97
1879,243.59
1885,92.29
1888,103.75
1889,29.04
1890,93.6
1896,142.93
1897,169.13
1898,118.54
1900,101.7
1905,39.29
1908,122.19
1909,102.55
1913,74.76
1918,109.43
1922,322.78
1923,132.39
1925,270.9
1926,138.59
1927,316.43
1930,188.93
1935,67.45
1939,116.14
1942,95.59
1943,105.01
1948,252.58
1949,267.0
1951,112.36
1953,120.83
1959,130.5
1963,16.92
1967,124.37
1973,262.75
1975,28.24
1976,89.73
1990,118.68
1993,111.55
1997,204.25
1999,127.24
2001,299.99
2004,90.12
2010,101.95
2013,131.33
2017,313.32
2021,118.65
2023,171.96
2026,135.29
2037,33.84
2039,202.46
2041,17.49
2046,31.38
2050,18.03
2060,239.3
2067,106.15
2069,147.24
2072,261.63
2074,143.23
2079,128.27
2083,25.85
2085,194.61
2087,17.16
2093,137.89
2094,30.17
2097,37.02
2103,94.14
2104,56.88
2107,193.07
2108,21.53
2110,98.51
2115,178.35
2117,30.98
2125,332.55
2127,271.3
2133,15.23
2134,379.77
2135,117.72
2141,261.91
2143,33.65
2145,87.39
2146,27.45
2147,280.9
2148,60.19
2149,70.72
2165,120.98
2166,147.12
2177,205.88
