id,count
0,96.08
1,206.79
2,92.19
4,31.48
5,68.1
10,120.51
11,191.48
12,317.81
15,34.44
17,122.92
18,300.73
23,258.92
25,93.87
26,37.27
31,212.91
39,150.16
40,26.82
41,193.85
42,360.44
43,148.52
51,216.16
52,82.68
54,16.03
60,143.01
61,145.78
62,114.51
63,33.26
65,113.68
66,111.34
68,149.99
71,66.8
80,29.57
82,72.21
94,128.73
98,262.76
101,36.31
102,133.0
107,104.53
112,229.67
113,76.1
115,60.26
116,119.15
120,150.37
121,78.43
122,333.98
132,217.59
143,82.82
147,65.64
150,17.19
151,85.71
152,225.33
153,93.06
155,188.65
156,78.16
159,182.39
161,129.67
163,45.11
177,167.07
186,12.48
188,20.11
190,85.79
191,82.13
192,264.32
195,313.39
200,154.04
209,322.84
210,15.61
211,232.94
214,139.23
215,27.09
218,96.16
219,32.37
222,128.62
225,15.5
228,322.81
236,232.0
241,36.22
242,168.28
243,231.92
245,17.56
247,250.08
251,136.19
252,73.6
253,83.62
254,89.23
258,320.54
260,60.07
261,166.58
265,117.18
266,289.7
267,301.1
269,144.9
270,71.53
275,98.26
278,35.94
279,83.52
286,81.88
287,27.91
288,215.02
289,147.29
293,16.52
294,139.44
297,43.08
302,122.35
303,70.66
304,71.43
307,98.94
309,16.71
311,174.08
312,129.64
314,165.67
315,243.42
319,154.17
322,114.59
323,69.83
325,124.78
327,246.54
330,34.47
332,201.07
333,15.48
338,100.75
341,111.34
345,198.33
348,117.65
349,45.28
350,115.25
352,57.59
355,13.7
356,236.52
358,60.56
363,129.88
369,169.34
371,17.18
372,141.34
375,309.94
380,140.98
388,45.77
391,146.5
392,272.84
393,370.94
394,218.58
396,27.72
401,39.95
407,107.06
409,88.96
410,113.85
416,108.69
418,123.27
420,145.57
421,221.68
422,130.35
424,290.59
428,338.74
429,245.56
431,160.06
435,10.84
439,115.67
441,10.4
447,98.11
449,144.08
451,140.96
452,15.28
454,205.61
458,232.04
463,123.51
467,14.49
470,260.33
471,153.93
474,298.06
478,15.37
483,122.74
484,127.19
485,85.47
486,122.67
491,98.21
494,99.02
495,244.16
497,212.33
499,159.2
515,107.71
518,219.66
521,182.84
525,165.53
529,264.19
532,151.74
534,111.49
540,118.46
544,309.05
547,149.59
549,45.83
563,37.25
564,142.7
567,121.68
572,105.29
577,132.99
578,278.29
585,342.56
588,137.56
589,126.53
590,102.29
592,17.34
594,244.77
596,13.91
598,345.7
599,141.72
605,39.6
606,132.7
607,255.24
608,217.46
609,69.01
610,285.2
611,172.06
614,129.0
615,214.26
616,254.71
617,127.48
618,241.33
624,121.47
629,137.24
631,95.07
633,97.25
637,26.63
638,104.57
643,80.56
644,142.83
645,35.41
646,207.52
648,167.23
650,36.48
651,207.32
652,259.39
656,107.0
657,19.75
659,66.1
660,199.31
662,99.8
665,371.8
675,306.38
681,157.37
682,212.02
685,18.41
686,224.92
689,26.5
696,138.74
703,147.71
704,95.55
705,123.25
714,235.79
717,101.54
718,15.53
720,80.47
721,239.39
723,230.89
726,209.07
728,160.79
730,203.25
731,27.47
734,344.86
737,70.02
738,17.24
745,161.99
746,26.34
749,224.71
752,27.16
753,194.64
758,241.74
765,14.8
766,236.03
768,85.89
769,179.45
774,133.56
775,105.3
781,60.63
784,335.26
794,18.37
795,271.0
796,83.45
802,158.53
803,218.9
805,34.88
806,291.77
807,103.08
809,16.8
810,169.02
812,198.86
814,115.47
818,245.83
819,140.41
825,74.43
836,111.36
839,114.89
847,254.26
848,187.28
851,120.55
852,134.63
853,37.13
857,141.65
858,45.89
859,213.81
861,19.85
867,94.19
870,215.29
871,219.5
872,228.62
874,365.97
881,208.73
886,131.48
890,62.19
895,172.27
899,94.74
900,265.16
901,255.4
902,256.3
903,38.32
913,258.05
918,187.56
923,128.47
924,37.71
926,24.87
927,17.33
930,228.9
934,32.02
937,132.74
939,135.03
941,87.25
942,373.14
946,280.44
950,95.24
953,76.54
959,102.93
961,29.27
962,97.21
964,77.16
969,176.22
971,151.43
976,38.84
978,240.09
980,246.31
981,159.6
990,368.89
993,20.15
996,20.1
998,322.0
999,170.46
1006,120.27
1008,15.25
1013,33.06
1015,95.34
1016,117.31
1022,308.27
1026,232.69
1028,241.19
1031,56.96
1034,60.19
1037,202.75
1040,65.57
1042,18.54
1046,18.57
1048,103.38
1049,113.49
1050,70.95
1051,208.96
1052,245.43
1055,194.71
1060,157.75
1064,28.14
1066,75.56
1071,102.38
1073,14.01
1089,198.43
1091,85.72
1092,71.11
1093,228.8
1096,311.37
1097,230.69
1098,18.75
1099,40.77
1102,177.87
1107,107.88
1109,39.09
1111,145.36
1112,115.41
1114,308.19
1116,299.67
1117,122.71
1118,71.1
1122,131.4
1124,150.17
1127,120.38
1133,238.98
1134,37.11
1135,148.06
1139,298.17
1143,62.02
1150,119.65
1151,110.01
1153,271.25
1155,26.54
1162,28.32
1163,224.85
1166,21.57
1171,88.78
1172,14.47
1173,256.58
1174,77.93
1177,120.38
1178,179.55
1184,195.14
1185,115.08
1186,115.97
1187,170.76
1188,295.87
1191,129.33
1207,122.17
1213,45.73
1215,129.26
1223,170.86
1227,115.34
1236,60.18
1237,58.19
1238,15.89
1241,29.93
1248,15.55
1250,37.7
1251,172.38
1253,114.7
1255,97.03
1257,176.65
1261,106.12
1262,337.91
1265,133.81
1273,166.54
1277,261.54
1278,112.13
1280,116.55
1284,239.59
1285,327.66
1288,36.17
1295,115.65
1297,351.09
1299,258.05
1304,152.76
1308,40.15
1310,94.47
1311,113.19
1314,96.91
1315,111.53
1318,30.81
1320,330.53
1321,300.61
1322,238.75
1330,112.99
1333,155.05
1334,237.3
1341,136.37
1344,141.33
1351,244.93
1354,104.25
1356,59.91
1363,119.95
1365,201.85
1369,124.96
1373,114.11
1375,117.51
1377,93.51
1379,139.67
1380,278.93
1381,98.69
1384,167.58
1390,190.03
1393,244.35
1395,61.1
1399,325.44
1400,91.45
1401,155.54
1404,163.55
1408,12.74
1409,28.88
1413,236.6
1416,291.05
1418,105.15
1423,100.52
1424,28.42
1425,15.54
1433,266.49
1434,136.83
1436,335.12
1442,257.47
1444,84.61
1445,116.6
1452,210.97
1455,161.86
1462,72.25
1467,73.68
1472,44.17
1475,181.93
1493,113.47
1501,233.3
1503,306.13
1504,222.89
1505,14.8
1511,224.88
1512,61.83
1513,93.36
1514,38.91
1528,229.93
1533,243.72
1534,30.15
1536,155.32
1537,72.72
1539,226.03
1550,222.1
1552,210.5
1554,215.69
1555,372.52
1556,98.46
1559,37.54
1563,250.08
1566,147.87
1567,167.9
1568,30.81
1571,233.54
1572,17.18
1574,57.03
1577,17.28
1583,89.41
1585,28.84
1586,213.49
1587,185.39
1596,152.35
1602,36.44
1604,85.47
1605,34.3
1610,307.24
1611,92.59
1616,37.8
1617,97.01
1618,15.23
1622,44.05
1623,32.68
1628,308.75
1631,18.2
1632,181.56
1633,250.53
1634,309.62
1636,229.33
1637,104.58
1643,115.41
1644,105.22
1646,90.64
1648,205.36
1651,32.32
1656,17.46
1658,143.48
1659,16.46
1665,196.01
1666,138.21
1670,38.4
1674,145.11
1679,198.79
1680,226.98
1683,338.76
1686,27.9
1691,96.98
1693,35.64
1696,40.52
1697,98.28
1703,103.36
1706,28.13
1709,176.19
1710,89.23
1712,212.95
1713,121.95
1718,347.19
1719,164.71
1722,292.26
1723,119.64
1724,281.8
1728,62.28
1730,36.35
1732,25.08
1737,40.27
1745,88.5
1747,13.47
1748,11.01
1755,100.49
1759,17.19
1761,280.09
1764,248.31
1765,148.79
1766,86.72
1768,106.01
1770,29.6
1771,138.52
1774,96.68
1785,123.98
1788,185.67
1792,15.79
1794,237.04
1797,123.66
1798,12.84
1799,274.05
1802,104.26
1806,34.89
1808,78.58
1810,250.84
1818,116.08
1819,382.74
1820,290.32
1822,226.46
1826,223.24
1827,199.05
1835,16.33
1841,114.32
1842,140.8
1843,14.63
1846,46.64
1849,104.37
1850,202.67
1851,194.86
1857,60.79
1858,169.96
1860,98.4
1861,250.14
1864,116.34
1869,326.22
1871,71.53
1872,35.74
1875,16.84
1878,225.3
1879,241.35
1885,93.32
1888,105.87
1889,30.01
1890,91.34
1896,139.56
1897,175.24
1898,110.58
1900,107.34
1905,39.73
1908,124.28
1909,103.99
1913,73.24
1918,109.64
1922,327.68
1923,133.02
1925,260.06
1926,128.1
1927,299.14
1930,211.27
1935,72.7
1939,117.9
1942,93.93
1943,108.97
1948,241.02
1949,262.08
1951,105.22
1953,116.78
1959,130.23
1963,16.51
1967,123.83
1973,274.52
1975,27.39
1976,87.91
1990,113.85
1993,117.77
1997,193.86
1999,126.98
2001,314.91
2004,86.12
2010,99.41
2013,129.0
2017,306.21
2021,114.93
2023,171.34
2026,129.3
2037,35.83
2039,186.11
2041,17.43
2046,28.01
2050,17.62
2060,232.88
2067,105.27
2069,143.65
2072,262.44
2074,149.91
2079,126.13
2083,27.71
2085,199.58
2087,16.56
2093,133.75
2094,29.0
2097,38.05
2103,94.32
2104,61.76
2107,207.09
2108,21.06
2110,96.58
2115,173.32
2117,32.69
2125,310.89
2127,274.41
2133,16.31
2134,374.14
2135,118.17
2141,265.68
2143,32.89
2145,86.23
2146,29.53
2147,278.56
